id;left;satisfaction_level;last_evaluation;average_montly_hours;time_spend_company;Work_accident;promotion_last_5years;salary;num_project;depto
1877;1;0,11;0,8;304;4;0;0;low;6;technical
1878;1;0,39;0,51;137;3;0;0;low;2;technical
1879;1;0,4;0,49;144;3;0;0;low;2;support
1880;1;0,43;0,54;142;3;0;0;low;2;support
1881;1;0,76;0,87;262;5;0;0;low;5;support
1882;1;0,4;0,48;142;3;0;0;low;2;support
1883;1;0,19;0,89;282;4;0;0;low;6;support
1884;1;0,37;0,54;157;3;0;0;low;2;support
1885;1;0,87;0,91;228;5;0;0;low;5;support
1886;1;0,1;0,86;283;4;0;0;low;6;support
1887;1;0,11;0,86;286;4;0;0;low;6;support
1888;1;0,43;0,5;148;3;0;0;low;2;support
1889;1;0,1;0,81;245;4;0;0;low;6;support
1890;1;0,11;0,95;279;4;0;0;low;6;technical
1891;1;0,85;0,87;245;5;0;0;low;5;technical
1892;1;0,37;0,49;138;3;0;0;low;2;technical
1893;1;0,44;0,52;141;3;0;0;low;2;management
1894;1;0,1;0,83;302;5;0;0;medium;6;IT
1895;1;0,11;0,89;268;4;0;0;medium;6;IT
1896;1;0,87;0,88;240;5;0;0;medium;5;IT
1897;1;0,39;0,49;127;3;0;0;medium;2;IT
1898;1;0,1;0,94;264;4;0;0;medium;6;IT
1899;1;0,44;0,53;155;3;0;0;medium;2;product_mng
1900;1;0,4;0,49;143;3;0;0;medium;2;product_mng
1901;1;0,76;0,98;217;6;0;0;medium;5;product_mng
1902;1;0,46;0,55;147;3;0;0;medium;2;product_mng
1903;1;0,9;0,92;271;5;0;0;medium;4;IT
1904;1;0,85;0,87;273;5;0;0;medium;4;RandD
1905;1;0,1;0,78;285;4;1;0;medium;5;RandD
1906;1;0,43;0,49;131;3;0;0;high;2;RandD
1907;1;0,2;0,5;135;6;0;0;low;5;RandD
1908;1;0,81;0,92;239;5;0;0;medium;5;RandD
1909;1;0,83;0,85;237;5;0;0;medium;5;marketing
1910;1;0,14;0,75;277;5;1;0;medium;4;sales
1911;1;0,1;0,84;303;5;0;0;medium;5;accounting
1912;1;0,91;0,98;242;6;0;0;low;4;support
1913;1;0,37;0,57;158;3;0;0;low;2;technical
1914;1;0,42;0,57;147;3;1;0;low;2;management
1915;1;0,39;0,68;282;5;0;0;low;2;marketing
1916;1;0,39;0,54;154;3;0;0;low;2;marketing
1917;1;0,44;0,52;149;3;0;0;low;2;marketing
1918;1;0,37;0,45;149;3;0;0;low;2;sales
1919;1;0,39;0,53;146;3;0;0;low;2;sales
1920;1;0,72;0,94;258;5;0;0;low;4;sales
1921;1;0,37;0,49;148;3;0;0;low;2;sales
1922;1;0,82;0,94;236;5;0;0;low;5;sales
1923;1;0,42;0,52;134;3;0;0;low;2;sales
1924;1;0,59;1;155;5;0;0;low;2;sales
1925;1;0,82;0,86;257;5;0;0;low;5;sales
1926;1;0,73;0,97;189;2;0;0;low;6;sales
1927;1;0,78;0,66;164;3;0;0;low;3;sales
1928;1;0,29;0,95;271;4;0;0;low;6;sales
1929;1;0,1;0,97;280;4;0;0;low;6;sales
1930;1;0,45;0,46;149;3;0;0;low;2;sales
1931;1;0,83;0,81;219;5;0;0;low;5;sales
1932;1;0,43;0,51;128;3;0;0;low;2;sales
1933;1;0,4;0,47;128;3;0;0;medium;2;sales
1934;1;0,43;0,46;157;3;0;0;medium;2;sales
1935;1;0,78;0,93;225;5;0;0;medium;4;sales
1936;1;0,39;0,45;140;3;0;0;medium;2;sales
1937;1;0,11;0,97;310;4;0;0;medium;6;accounting
1938;1;0,36;0,52;143;3;0;0;medium;2;accounting
1939;1;0,36;0,54;153;3;0;0;medium;2;accounting
1940;1;0,1;0,79;310;4;0;0;medium;6;hr
1941;1;0,4;0,47;136;3;0;0;medium;2;hr
1942;1;0,81;0,85;251;6;0;0;medium;4;hr
1943;1;0,4;0,47;144;3;0;0;medium;2;hr
1944;1;0,59;0,93;296;4;0;0;medium;6;technical
1945;1;0,76;0,89;238;5;0;0;high;5;technical
1946;1;0,73;0,93;162;4;0;0;low;5;technical
1947;1;0,38;0,49;137;3;0;0;medium;2;technical
1948;1;0,72;0,84;257;5;0;0;medium;5;technical
1949;1;0,4;0,56;148;3;0;0;medium;2;technical
1950;1;0,91;0,99;254;5;0;0;medium;5;technical
1951;1;0,85;0,85;247;6;0;0;low;4;technical
1952;1;0,9;0,7;206;4;0;0;low;5;technical
1953;1;0,46;0,55;145;3;0;0;low;2;technical
1954;1;0,43;0,57;159;3;1;0;low;2;technical
1955;1;0,89;0,88;228;5;1;0;low;5;support
1956;1;0,39;0,81;257;4;0;0;low;6;support
1957;1;0,4;0,48;155;3;0;0;low;2;support
1958;1;0,76;0,83;293;6;0;0;low;6;support
1959;1;0,4;0,57;151;3;0;0;low;2;support
1960;1;0,37;0,48;160;3;0;0;low;2;support
1961;1;0,37;0,53;143;3;0;0;low;2;support
1962;1;0,11;0,96;280;4;0;0;low;6;support
1963;1;0,37;0,52;158;3;0;0;low;2;support
1964;1;0,49;0,89;310;4;0;0;low;6;support
1965;1;0,88;0,86;258;5;0;0;low;5;support
1966;1;0,84;0,94;262;5;0;0;low;5;technical
1967;1;0,1;0,98;265;4;0;0;low;6;technical
1968;1;0,41;0,47;143;3;1;0;low;2;technical
1969;1;0,84;0,91;232;6;0;0;low;5;management
1970;1;0,41;0,55;161;3;0;0;low;2;IT
1971;1;0,53;0,76;132;6;0;0;low;5;IT
1972;1;0,42;0,47;139;3;1;0;medium;2;IT
1973;1;0,36;0,5;131;3;0;0;medium;2;IT
1974;1;0,38;0,52;161;3;0;0;medium;2;IT
1975;1;0,36;0,48;152;3;0;0;medium;2;product_mng
1976;1;0,46;0,54;138;3;0;0;medium;2;product_mng
1977;1;0,37;0,47;159;3;1;0;medium;2;product_mng
1978;1;0,42;0,49;153;3;0;0;medium;2;product_mng
1979;1;0,44;0,56;156;3;0;0;medium;2;IT
1980;1;0,92;0,82;265;5;0;0;medium;5;RandD
1981;1;0,1;0,79;301;5;0;0;medium;6;RandD
1982;1;0,76;1;220;6;0;0;medium;4;RandD
1983;1;0,11;0,79;247;4;0;0;medium;6;RandD
1984;1;0,43;0,48;136;3;0;0;high;2;RandD
1985;1;0,4;0,49;160;3;0;0;low;2;marketing
1986;1;0,11;0,84;310;4;0;0;medium;6;sales
1987;1;0,84;0,82;240;5;0;0;medium;5;accounting
1988;1;0,84;0,84;238;5;0;0;medium;5;support
1989;1;0,51;0,6;243;5;0;0;medium;6;technical
1990;1;0,66;0,91;248;4;0;0;low;5;management
1991;1;0,42;0,56;137;3;0;0;low;2;marketing
1992;1;0,38;0,49;155;3;0;0;low;2;marketing
1993;1;0,15;0,63;229;3;0;0;low;6;marketing
1994;1;0,38;0,53;140;3;0;0;low;2;sales
1995;1;0,43;0,54;156;3;0;0;low;2;sales
1996;1;0,37;0,57;147;3;0;0;low;2;sales
1997;1;0,11;0,92;293;4;0;0;low;6;sales
1998;1;0,41;0,53;157;3;0;0;low;2;sales
1999;1;0,84;0,96;247;5;0;0;low;4;sales
2000;1;0,4;0,51;148;3;0;0;low;2;sales
2001;0;0,58;0,74;215;3;0;0;low;4;sales
2002;0;0,82;0,67;202;3;0;0;low;2;sales
2003;0;0,45;0,69;193;3;0;0;low;5;sales
2004;0;0,78;0,82;247;3;0;0;low;5;sales
2005;0;0,49;0,6;214;2;0;0;low;3;sales
2006;0;0,36;0,95;206;4;0;0;low;3;sales
2007;0;0,54;0,37;176;2;0;0;low;2;sales
2008;0;0,99;0,91;136;4;0;0;low;5;sales
2009;0;0,5;0,75;127;3;0;0;low;6;sales
2010;0;0,74;0,64;268;3;0;0;low;4;sales
2011;0;0,56;0,58;258;3;0;0;medium;4;sales
2012;0;0,34;0,39;136;3;0;0;medium;2;sales
2013;0;0,48;0,94;255;6;0;0;medium;5;accounting
2014;0;0,73;0,62;218;3;0;0;medium;3;accounting
2015;0;0,59;0,87;268;4;0;0;medium;3;accounting
2016;0;0,81;0,57;224;2;0;0;medium;3;hr
2017;0;0,9;0,66;231;3;0;0;medium;3;hr
2018;0;0,41;0,84;191;6;0;0;medium;6;hr
2019;0;0,89;0,92;165;5;0;0;medium;4;hr
2020;0;0,48;0,84;252;3;0;0;medium;4;technical
2021;0;0,79;0,97;266;2;0;0;medium;5;technical
2022;0;0,98;0,66;248;3;0;0;medium;5;technical
2023;0;0,75;0,7;144;4;0;0;high;4;technical
2024;0;1;0,41;174;3;0;0;low;4;technical
2025;0;0,24;0,82;179;6;0;0;medium;5;technical
2026;0;0,84;0,43;246;4;0;0;medium;6;technical
2027;0;0,56;0,86;201;3;1;0;medium;4;technical
2028;0;0,92;0,93;208;3;0;0;medium;4;technical
2029;0;0,61;0,98;267;3;0;0;low;3;technical
2030;0;0,84;0,77;262;4;0;0;low;4;technical
2031;0;0,85;0,59;235;3;0;0;low;3;support
2032;0;0,67;0,57;160;4;0;0;low;2;support
2033;0;0,54;0,94;267;4;0;0;low;4;support
2034;0;0,75;0,56;175;4;0;0;low;5;support
2035;0;0,82;0,79;224;2;0;0;low;4;support
2036;0;0,76;0,6;177;2;0;0;low;4;support
2037;0;0,19;0,53;191;4;0;0;low;6;support
2038;0;0,61;0,41;138;3;0;0;low;3;support
2039;0;0,51;0,8;218;2;1;0;low;3;support
2040;0;0,52;0,88;179;2;1;0;low;3;support
2041;0;0,74;0,58;241;3;0;0;low;3;support
2042;0;0,98;0,91;240;3;0;0;low;4;technical
2043;0;0,71;0,92;202;4;0;0;low;3;technical
2044;0;0,33;0,88;260;3;0;0;low;6;technical
2045;0;0,98;0,97;196;3;0;0;low;3;management
2046;0;0,52;0,59;176;3;1;0;low;2;IT
2047;0;0,84;0,65;140;3;0;0;low;2;IT
2048;0;0,87;0,5;242;2;0;0;low;3;IT
2049;0;0,48;0,85;279;4;0;0;low;3;IT
2050;0;0,58;0,55;202;3;0;0;medium;4;IT
2051;0;0,58;0,84;228;3;0;0;medium;5;product_mng
2052;0;0,73;0,69;171;3;0;0;medium;4;product_mng
2053;0;0,68;0,54;153;3;0;0;medium;4;product_mng
2054;0;0,41;0,68;165;3;1;0;medium;3;product_mng
2055;0;0,85;0,6;182;3;0;0;medium;3;IT
2056;0;0,54;0,7;239;5;0;0;medium;5;RandD
2057;0;0,81;0,61;231;2;0;0;medium;5;RandD
2058;0;0,7;0,52;255;3;0;0;medium;4;RandD
2059;0;0,63;0,66;237;2;1;0;medium;4;RandD
2060;0;0,68;0,54;251;2;0;0;medium;3;RandD
2061;0;0,7;0,53;178;2;0;0;medium;4;marketing
2062;0;0,82;0,65;148;3;0;0;high;4;sales
2063;0;0,72;0,94;240;4;0;0;low;4;accounting
2064;0;0,77;0,78;269;3;0;0;medium;3;support
2065;0;0,86;0,91;147;3;0;0;medium;4;technical
2066;0;0,15;0,97;198;5;0;0;medium;3;management
2067;0;0,81;0,99;143;3;0;0;medium;5;marketing
2068;0;0,93;0,98;238;2;0;0;low;3;marketing
2069;0;0,62;0,74;213;4;0;0;low;4;marketing
2070;0;0,53;0,81;226;3;1;0;low;3;sales
2071;0;0,86;0,99;169;2;1;0;low;3;sales
2072;0;0,92;0,65;238;2;0;0;low;4;sales
2073;0;0,97;0,83;202;3;0;0;low;4;sales
2074;0;0,39;0,78;205;6;1;0;low;2;sales
2075;0;0,45;0,66;111;4;0;0;low;3;sales
2076;0;0,41;0,47;104;3;0;0;low;4;sales
2077;0;0,51;0,69;212;3;0;0;low;3;sales
2078;0;0,74;0,62;236;4;0;0;low;4;sales
2079;0;0,69;0,57;245;2;1;0;low;5;sales
2080;0;0,84;0,64;267;4;0;0;low;4;sales
2081;0;0,69;0,66;106;5;0;0;low;5;sales
2082;0;0,93;0,53;198;3;0;0;low;5;sales
2083;0;0,33;0,45;239;3;0;0;low;6;sales
2084;0;0,25;0,65;220;3;0;0;low;5;sales
2085;0;0,63;0,59;224;3;0;0;low;5;sales
2086;0;0,81;0,62;100;3;0;0;low;3;sales
2087;0;0,12;0,87;244;5;0;0;low;4;sales
2088;0;0,52;0,66;139;3;0;0;low;4;sales
2089;0;0,57;0,51;152;2;0;0;medium;2;accounting
2090;0;0,84;0,58;208;3;0;0;medium;4;accounting
2091;0;0,6;0,95;205;3;0;0;medium;5;accounting
2092;0;0,73;0,44;194;6;0;0;medium;2;hr
2093;0;0,2;0,58;209;5;0;0;medium;3;hr
2094;0;0,58;0,9;212;3;0;0;medium;3;hr
2095;0;0,48;0,56;151;3;0;0;medium;2;hr
2096;0;0,54;0,67;282;6;0;0;medium;4;technical
2097;0;0,86;1;256;3;0;0;medium;4;technical
2098;0;0,94;0,83;185;3;1;0;medium;2;technical
2099;0;0,76;0,74;132;3;0;0;medium;5;technical
2100;0;0,61;0,95;233;3;0;0;medium;5;technical
2101;0;0,56;0,94;215;2;0;0;high;4;technical
2102;0;1;0,74;220;4;0;0;low;3;technical
2103;0;0,15;0,53;222;3;0;0;medium;6;technical
2104;0;0,19;0,58;182;2;0;0;medium;5;technical
2105;0;0,17;0,73;258;4;0;0;medium;5;technical
2106;0;0,71;0,57;209;2;0;0;medium;3;technical
2107;0;0,86;0,79;242;2;0;0;low;3;support
2108;0;0,59;0,88;155;3;1;0;low;4;support
2109;0;0,74;0,76;104;4;0;0;low;5;support
2110;0;0,98;0,92;201;3;1;0;low;4;support
2111;0;0,93;0,75;143;3;0;0;low;5;support
2112;0;1;0,92;161;3;1;0;low;5;support
2113;0;0,59;0,81;200;2;0;0;low;4;support
2114;0;0,98;0,55;255;2;0;0;low;4;support
2115;0;0,35;0,5;227;2;0;0;low;5;support
2116;0;0,42;0,96;270;6;0;0;low;3;support
2117;0;0,61;0,85;230;3;0;0;low;5;support
2118;0;0,78;0,72;270;3;1;0;low;5;technical
2119;0;0,93;0,52;200;3;0;0;low;4;technical
2120;0;0,5;0,95;207;3;0;0;low;5;technical
2121;0;0,67;0,51;182;3;0;0;low;5;management
2122;0;0,75;0,85;234;3;0;0;low;4;IT
2123;0;0,79;0,51;237;2;0;0;low;4;IT
2124;0;0,84;0,89;187;2;1;0;low;4;IT
2125;0;0,72;0,5;257;6;0;0;low;3;IT
2126;0;0,57;0,48;194;2;0;0;low;2;IT
2127;0;0,73;0,52;162;3;0;0;low;4;product_mng
2128;0;0,74;0,58;148;2;0;0;medium;4;product_mng
2129;0;0,52;0,83;210;2;0;0;medium;4;product_mng
2130;0;0,56;0,76;213;2;1;0;medium;3;product_mng
2131;0;0,76;0,68;189;2;1;0;medium;4;IT
2132;0;0,82;0,93;185;2;0;0;medium;4;RandD
2133;0;0,76;0,83;186;2;1;0;medium;3;RandD
2134;0;0,62;0,59;128;3;0;0;medium;3;RandD
2135;0;0,48;0,8;268;3;0;0;medium;4;RandD
2136;0;0,64;0,77;213;3;1;0;medium;3;RandD
2137;0;0,74;0,82;142;2;0;0;medium;4;marketing
2138;0;0,52;0,43;199;2;0;0;medium;2;sales
2139;0;0,67;0,5;157;2;0;0;medium;4;accounting
2140;0;0,71;0,76;172;2;1;0;high;5;support
2141;0;0,72;0,63;176;3;1;0;low;3;technical
2142;0;0,33;0,58;183;2;0;0;medium;2;management
2143;0;0,91;0,56;270;2;0;0;medium;4;marketing
2144;0;0,88;0,68;157;4;1;0;medium;5;marketing
2145;0;0,96;0,6;185;3;0;0;medium;4;marketing
2146;0;0,97;0,68;167;3;0;0;low;3;sales
2147;0;0,27;0,59;226;5;0;0;low;5;sales
2148;0;0,65;0,64;223;4;0;0;low;3;sales
2149;0;0,68;0,73;257;3;0;0;low;3;sales
2150;0;0,68;0,46;143;3;0;0;low;4;sales
2151;0;0,69;0,74;215;2;0;0;low;3;sales
2152;0;0,79;0,99;194;4;0;0;low;3;sales
2153;0;0,74;0,92;193;3;0;0;low;5;sales
2154;0;0,8;0,83;163;3;0;0;low;3;sales
2155;0;0,38;0,94;252;5;0;0;low;5;sales
2156;0;0,26;0,83;168;3;0;0;low;3;sales
2157;0;0,81;0,86;231;3;0;0;low;3;sales
2158;0;0,67;0,54;141;2;0;0;low;2;sales
2159;0;0,55;0,81;260;2;0;0;low;4;sales
2160;0;0,87;0,71;132;2;0;0;low;3;sales
2161;0;0,46;0,69;159;2;0;0;low;2;sales
2162;0;0,63;0,57;177;3;1;0;low;4;sales
2163;0;0,54;0,96;248;3;0;0;low;4;sales
2164;0;1;0,49;185;2;0;0;low;3;sales
2165;0;0,97;0,66;149;2;0;0;low;4;accounting
2166;0;0,9;0,92;152;3;0;0;low;3;accounting
2167;0;0,75;0,7;129;3;0;0;medium;3;accounting
2168;0;0,92;0,84;208;2;0;0;medium;4;hr
2169;0;0,8;0,94;136;2;0;0;medium;4;hr
2170;0;0,57;0,81;142;2;0;0;medium;3;hr
2171;0;0,81;0,94;225;4;0;0;medium;3;hr
2172;0;0,64;0,6;143;3;0;0;medium;3;technical
2173;0;0,71;0,54;215;3;0;0;medium;4;technical
2174;0;0,35;0,58;229;6;1;0;medium;3;technical
2175;0;0,88;0,81;193;5;0;0;medium;5;technical
2176;0;0,13;0,59;160;5;0;0;medium;5;technical
2177;0;0,82;0,73;195;5;1;0;medium;4;technical
2178;0;0,17;0,92;189;2;0;0;medium;4;technical
2179;0;0,21;0,82;207;5;0;0;high;4;technical
2180;0;0,89;0,47;108;3;0;0;low;4;technical
2181;0;0,2;0,72;224;4;0;0;medium;6;technical
2182;0;0,99;0,81;180;3;1;0;medium;5;technical
2183;0;0,26;0,85;152;4;0;0;medium;6;support
2184;0;0,22;0,53;244;2;0;0;medium;4;support
2185;0;0,79;0,84;176;3;0;0;low;3;support
2186;0;0,73;0,79;145;2;1;0;low;4;support
2187;0;0,83;0,54;149;3;0;0;low;3;support
2188;0;0,42;0,54;122;4;0;0;low;3;support
2189;0;0,18;0,8;110;5;0;0;low;2;support
2190;0;0,92;0,91;222;2;0;0;low;4;support
2191;0;0,87;0,52;237;3;0;0;low;3;support
2192;0;0,72;0,65;224;3;0;0;low;4;support
2193;0;0,64;0,58;115;5;0;0;low;5;support
2194;0;1;0,66;180;3;0;0;low;4;technical
2195;0;0,83;0,65;162;3;0;0;low;4;technical
2196;0;0,98;0,58;136;3;0;0;low;4;technical
2197;0;0,7;0,87;260;2;0;0;low;3;management
2198;0;0,9;0,79;150;2;0;0;low;4;IT
2199;0;0,55;0,99;248;3;0;0;low;4;IT
2200;0;0,78;0,84;233;3;1;0;low;3;IT
2201;0;0,89;0,53;272;3;0;0;low;5;IT
2202;0;0,17;0,59;197;5;0;0;low;3;IT
2203;0;0,14;0,64;164;5;0;0;low;5;product_mng
2204;0;0,85;0,57;216;2;0;0;low;4;product_mng
2205;0;0,84;0,79;266;3;1;0;low;4;product_mng
2206;0;0,7;0,69;102;4;1;0;medium;3;product_mng
2207;0;0,16;0,98;284;5;0;0;medium;5;IT
2208;0;0,51;0,69;145;2;1;0;medium;3;RandD
2209;0;0,6;0,89;167;4;0;0;medium;3;RandD
2210;0;0,5;0,63;172;2;0;0;medium;3;RandD
2211;0;0,43;0,39;198;5;0;0;medium;5;RandD
2212;0;0,5;0,7;201;4;0;0;medium;4;RandD
2213;0;0,91;0,89;197;4;0;0;medium;4;marketing
2214;0;0,65;0,93;270;2;0;0;medium;4;sales
2215;0;0,59;0,52;149;3;0;0;medium;2;accounting
2216;0;0,89;0,56;256;3;0;0;medium;3;support
2217;0;0,97;0,6;162;3;0;0;medium;3;technical
2218;0;0,56;0,97;163;2;0;0;high;5;management
2219;0;0,76;0,93;266;3;1;0;low;3;marketing
2220;0;0,28;0,55;208;4;0;0;medium;4;marketing
2221;0;0,75;0,51;138;4;0;0;medium;4;marketing
2222;0;0,78;0,81;232;3;0;0;medium;4;sales
2223;0;0,26;0,63;100;4;0;0;medium;6;sales
2224;0;0,53;0,72;172;5;0;0;low;2;sales
2225;0;0,25;0,41;133;6;1;0;low;3;sales
2226;0;0,82;0,51;234;3;0;0;low;3;sales
2227;0;0,71;0,57;183;4;0;0;low;2;sales
2228;0;0,61;0,95;174;4;0;0;low;4;sales
2229;0;0,89;0,68;175;2;0;0;low;3;sales
2230;0;0,57;0,78;109;3;1;0;low;3;sales
2231;0;0,93;0,8;248;3;0;0;low;4;sales
2232;0;0,61;0,84;104;4;0;0;low;5;sales
2233;0;0,56;0,62;154;2;0;0;low;3;sales
2234;0;0,7;0,89;214;2;0;0;low;6;sales
2235;0;0,9;0,64;209;4;0;0;low;4;sales
2236;0;0,15;0,74;212;2;0;0;low;6;sales
2237;0;0,39;0,36;168;3;1;0;low;3;sales
2238;0;0,74;0,72;176;3;0;0;low;4;sales
2239;0;0,7;0,61;163;4;1;0;low;4;sales
2240;0;0,72;0,93;148;2;0;0;low;4;sales
2241;0;0,61;0,97;137;3;0;0;low;3;accounting
2242;0;0,96;1;162;3;0;0;low;5;accounting
2243;0;0,7;0,59;216;3;0;0;low;4;accounting
2244;0;0,92;0,49;240;2;0;0;low;3;hr
2245;0;0,72;0,56;176;2;0;0;medium;4;hr
2246;0;0,53;0,75;192;6;0;0;medium;6;hr
2247;0;0,67;0,85;160;4;0;0;medium;3;hr
2248;0;0,78;0,8;194;2;1;0;medium;4;technical
2249;0;0,53;0,75;239;2;1;0;medium;4;technical
2250;0;0,9;0,48;204;3;0;0;medium;4;technical
2251;0;0,16;0,9;258;3;0;0;medium;5;technical
2252;0;0,62;0,38;257;3;0;0;medium;3;technical
2253;0;0,62;0,98;137;3;0;0;medium;4;technical
2254;0;0,22;0,52;175;4;0;0;medium;6;technical
2255;0;0,91;0,82;183;3;0;0;medium;3;technical
2256;0;0,87;0,74;190;4;0;0;medium;4;technical
2257;0;0,95;0,69;225;2;0;0;high;3;technical
2258;0;0,99;0,75;215;3;0;0;low;3;technical
2259;0;0,99;0,57;176;4;1;0;medium;3;support
2260;0;0,77;0,99;153;3;1;0;medium;4;support
2261;0;0,75;0,68;150;2;1;0;medium;3;support
2262;0;0,83;0,54;259;5;0;0;medium;4;support
2263;0;0,61;0,39;99;2;0;0;low;3;support
2264;0;0,91;0,97;167;2;0;0;low;3;support
2265;0;0,47;0,64;192;3;0;0;low;3;support
2266;0;0,77;0,61;146;3;0;0;low;5;support
2267;0;0,55;0,51;190;3;0;0;low;3;support
2268;0;0,32;0,48;246;3;0;0;low;5;support
2269;0;0,96;0,67;190;3;0;0;low;6;support
2270;0;0,72;0,79;260;2;0;0;low;5;technical
2271;0;0,8;0,9;136;3;0;0;low;4;technical
2272;0;0,61;0,55;231;3;0;0;low;4;technical
2273;0;0,97;0,88;204;2;0;0;low;3;management
2274;0;0,63;0,93;201;3;0;0;low;4;IT
2275;0;0,92;0,92;159;3;0;0;low;3;IT
2276;0;0,94;0,74;171;3;0;0;low;5;IT
2277;0;0,79;0,72;240;4;0;0;low;6;IT
2278;0;0,75;0,73;152;4;0;0;low;2;IT
2279;0;0,78;0,99;151;3;1;0;low;3;product_mng
2280;0;0,96;0,45;232;2;1;0;low;6;product_mng
2281;0;0,65;0,68;128;5;0;0;low;4;product_mng
2282;0;0,18;0,94;187;6;1;0;low;3;product_mng
2283;0;0,94;0,51;160;2;0;0;low;3;IT
2284;0;0,84;0,79;259;3;0;0;medium;4;RandD
2285;0;0,67;0,54;136;2;0;0;medium;2;RandD
2286;0;0,71;0,5;253;3;0;0;medium;4;RandD
2287;0;0,56;0,64;260;3;0;0;medium;3;RandD
2288;0;0,29;0,56;231;6;0;0;medium;5;RandD
2289;0;0,47;0,9;101;2;1;0;medium;3;marketing
2290;0;0,4;0,69;174;3;0;0;medium;2;sales
2291;0;0,81;0,82;167;2;0;0;medium;4;accounting
2292;0;0,96;0,99;148;3;0;0;medium;3;support
2293;0;0,99;0,75;139;5;1;0;medium;6;technical
2294;0;0,75;0,77;136;3;0;0;medium;4;management
2295;0;0,75;0,74;153;2;0;0;medium;4;marketing
2296;0;1;0,86;161;2;0;0;high;4;marketing
2297;0;0,52;0,53;163;2;0;0;low;2;marketing
2298;0;0,98;0,74;164;3;0;0;medium;3;sales
2299;0;0,6;0,64;137;5;0;0;medium;2;sales
2300;0;0,38;0,44;137;3;0;0;medium;3;sales
2301;0;0,51;0,41;106;5;0;0;medium;6;sales
2302;0;0,91;0,61;272;2;0;0;low;2;sales
2303;0;0,56;0,62;238;3;0;0;low;5;sales
2304;0;0,58;0,69;223;4;0;0;low;4;sales
2305;0;0,51;0,53;201;2;0;0;low;3;sales
2306;0;0,91;0,55;97;4;0;0;low;6;sales
2307;0;0,8;0,98;232;6;1;0;low;2;sales
2308;0;0,55;0,83;199;3;0;0;low;4;sales
2309;0;0,62;0,53;141;3;0;0;low;3;sales
2310;0;0,62;0,6;171;2;0;0;low;3;sales
2311;0;0,87;0,58;212;3;0;0;low;4;sales
2312;0;0,65;0,5;270;2;0;0;low;5;sales
2313;0;0,51;0,64;267;2;0;0;low;3;sales
2314;0;0,98;0,77;134;2;1;0;low;3;sales
2315;0;0,13;0,43;165;5;0;0;low;4;sales
2316;0;0,78;0,76;168;4;1;0;low;5;sales
2317;0;0,6;0,98;262;2;0;0;low;3;accounting
2318;0;0,68;0,69;185;2;0;0;low;3;accounting
2319;0;0,55;0,84;237;3;0;0;low;3;accounting
2320;0;0,99;0,79;192;3;0;0;low;4;hr
2321;0;0,92;0,68;236;2;0;0;low;5;hr
2322;0;1;0,65;202;4;1;0;low;4;hr
2323;0;0,77;0,93;171;2;0;0;medium;4;hr
2324;0;0,86;0,7;160;3;0;0;medium;5;technical
2325;0;0,89;0,84;252;3;0;0;medium;2;technical
2326;0;0,58;0,55;206;3;0;0;medium;5;technical
2327;0;0,56;0,66;212;2;0;0;medium;3;technical
2328;0;0,38;0,64;111;3;0;0;medium;3;technical
2329;0;0,62;0,64;240;2;0;0;medium;3;technical
2330;0;0,66;0,77;171;2;0;0;medium;2;technical
2331;0;0,3;0,44;129;2;0;0;medium;3;technical
2332;0;0,82;0,83;271;2;0;0;medium;3;technical
2333;0;0,96;0,68;162;2;0;0;medium;4;technical
2334;0;0,66;0,95;191;3;0;0;medium;3;technical
2335;0;0,79;0,5;176;3;0;0;high;5;support
2336;0;0,97;0,77;182;2;1;0;low;3;support
2337;0;0,59;0,65;226;3;0;0;medium;3;support
2338;0;0,57;0,48;161;3;0;0;medium;4;support
2339;0;0,64;0,53;163;3;0;0;medium;4;support
2340;0;0,14;0,51;173;4;0;0;medium;5;support
2341;0;0,48;0,55;228;2;0;0;low;3;support
2342;0;0,78;1;139;3;0;0;low;3;support
2343;0;0,96;0,62;128;5;0;0;low;5;support
2344;0;0,82;0,97;115;2;1;0;low;3;support
2345;0;0,94;0,9;191;4;0;0;low;5;support
2346;0;0,95;0,66;183;3;0;0;low;4;technical
2347;0;0,59;0,43;173;3;0;0;low;3;technical
2348;0;0,69;0,89;174;2;0;0;low;4;technical
2349;0;0,74;0,72;213;3;0;0;low;3;management
2350;0;0,67;0,67;192;4;0;0;low;4;IT
2351;0;0,83;0,52;167;2;1;0;low;3;IT
2352;0;0,81;0,85;263;3;1;0;low;3;IT
2353;0;0,54;0,73;100;3;0;0;low;2;IT
2354;0;0,89;0,83;164;3;0;0;low;3;IT
2355;0;0,79;0,74;172;2;0;0;low;5;product_mng
2356;0;0,46;0,58;171;3;0;0;low;4;product_mng
2357;0;0,99;0,93;236;3;0;0;low;4;product_mng
2358;0;0,75;0,9;186;4;0;0;low;5;product_mng
2359;0;0,93;0,82;175;3;0;0;low;4;IT
2360;0;0,65;0,6;227;3;0;0;low;5;RandD
2361;0;0,19;0,63;142;6;0;0;low;4;RandD
2362;0;0,48;0,61;121;2;0;0;medium;2;RandD
2363;0;0,95;0,64;234;3;0;0;medium;5;RandD
2364;0;0,92;0,77;185;3;0;0;medium;4;RandD
2365;0;0,84;0,54;160;3;0;0;medium;4;marketing
2366;0;0,37;0,63;153;3;1;0;medium;4;sales
